ebmcode;ebmlabel;price
01955;Diamorphingestützte Behandlung Opiatabhängiger nach den Richtlinien des Gemeinsamen Bundesausschusses und der Betäubungsmittelverschreibungsverordnung (BtMVV), einschl. Kosten ;28,28
01956;Zuschlag zu der Gebührenordnungsposition 01955 für die Behandlung an Samstagen, an Sonn- und gesetzlichen Feiertagen, am 24. und 31. Dezember,;17,32
02100;Infusion;5,95
02101;Infusionstherapie;16,38
02110;Erste Transfusion ;22,12
02111;Jede weitere Transfusion im Anschluss an die Gebührenordnungsposition 02110;8,87
02112;Reinfusion ;6,99
02120;Erstprogrammierung einer externen elektronisch programmierbaren Medikamentenpumpe zur Applikation von Zytostatika;12,21
02200;Tuberkulintestung;0,94
02300;Kleinchirurgischer Eingriff I und/oder primäre Wundversorgung und/oder Epilation;5,95
02301;Kleinchirurgischer Eingriff II und/oder primäre Wundversorgung mittels Naht ;13,46
02302;Kleinchirurgischer Eingriff III und/oder primäre Wundversorgung bei Säuglingen, Kleinkindern und Kindern;24,94
02310;Behandlung einer/eines/von sekundär heilenden Wunde(n) und/oder Decubitalulcus (-ulcera);21,39
02311;Behandlung des diabetischen Fußes;14,61
02312;Behandlungskomplex eines oder mehrerer chronisch venöser Ulcera cruris;5,74
02313;Kompressionstherapie bei der chronisch venösen Insuffizienz, beim postthrombotischen Syndrom, bei oberflächlichen und tiefen Beinvenenthrombosen und/oder beim Lymphödem;5,95
02320;Einführung einer Magenverweilsonde;4,59
02321;Legen eines suprapubischen Harnblasenkatheters;13,15
02322;Wechsel oder Entfernung eines suprapubischen Harnblasenkatheters;5,32
02323;Legen und/oder Wechsel eines transurethralen Dauerkatheters;7,20
02330;Blutentnahme durch Arterienpunktion;5,74
02331;Intraarterielle Injektion;7,72
02340;Punktion I;4,80
02341;Punktion II ;12,21
02342;Lumbalpunktion;41,01
02343;Entlastungspunktion des Pleuraraums und/oder nichtoperative Pleuradrainage;26,72
02350;Fixierender Verband mit Einschluss mindestens eines großen Gelenkes unter Verwendung unelastischer, individuell anmodellierbarer, nicht weiter verwendbarer Materialien;11,06
02360;Behandlung mit Lokalanästhetika;9,81
02400;Durchführung des ¹³C-Harnstoff-Atemtests ohne Analyse nach der Gebührenordnungsposition 32315;2,40
02401;H2-Atemtest, einschl. Kosten;11,27
02500;Einzelinhalationstherapie ;1,46
02501;Einzelinhalationstherapie mit speziellem Verneblersystem zur Pneumocystis carinii Prophylaxe;4,59
02510;Wärmetherapie;1,98
02511;Elektrotherapie unter Anwendung niederfrequenter und/oder mittelfrequenter Ströme;1,15
02512;Gezielte Elektrostimulation bei spastischen und/oder schlaffen Lähmungen;1,98
02520;Phototherapie eines Neugeborenen,;10,33
03000;Versichertenpauschale ;NA
03030;Versichertenpauschale bei unvorhergesehener Inanspruchnahme zwischen 19:00 und 7:00 Uhr, an Samstagen, Sonntagen, gesetzlichen Feiertagen, am 24.12. und 31.12. bei persönlichem Arzt-Patienten-Kontakt ;8,04
03040;Zusatzpauschale zu den Gebührenordnungspositionen 03000 und 03030 für die Wahrnehmung des hausärztlichen Versorgungsauftrags gemäß § 73 Abs. 1 SGB V ;15,03
03060;Zuschlag zu der Gebührenordnungsposition 03040;2,30
03062;Gebührenordnungsposition einschl. Wegekosten - entfernungsunabhängig - für gemäß § 87 Abs. 2b Satz 5 SGB V ärztlich angeordnete Hilfeleistungen anderer Personen nach § 28 Abs. 1 Satz 2 SGB V, die in der Häuslichkeit der Patienten in Abwesenheit des Arztes erbracht werden, wenn die Voraussetzungen des § 3 der Anlage 8 zum Bundesmantelvertrag-Ärzte (BMV-Ä) vorliegen;17,32
03063;Gebührenordnungsposition einschl. Wegekosten - entfernungsunabhängig - für gemäß § 87 Abs. 2b Satz 5 SGB V ärztlich angeordnete Hilfeleistungen anderer Personen nach § 28 Abs. 1 Satz 2 SGB V, die in der Häuslichkeit der Patienten in Abwesenheit des Arztes erbracht werden, für einen weiteren Patienten in derselben häuslichen Gemeinschaft, für einen Patienten in Alten- oder Pflegeheimen und/oder für Patienten im Rahmen der weiteren postoperativen Behandlung gemäß der Gebührenordnungsposition 31600 bei Vorliegen der Voraussetzungen des § 3 der Anlage 8 zum Bundesmantelvertrag-Ärzte (BMV-Ä);12,73
03220;Zuschlag zu der Versichertenpauschale nach der Gebührenordnungsposition 03000 für die Behandlung und Betreuung eines Patienten mit mindestens einer lebensverändernden chronischen Erkrankung;13,57
03221;Zuschlag zu der Gebührenordnungsposition 03220 für die intensive Behandlung und Betreuung eines Patienten mit mindestens einer lebensverändernden chronischen Erkrankung ;4,17
03222;Zuschlag zu der Gebührenordnungsposition 03220,;1,04
03230;Problemorientiertes ärztliches Gespräch, das aufgrund von Art und Schwere der Erkrankung erforderlich ist ;9,39
03241;Computergestützte Auswertung eines kontinuierlich aufgezeichneten Langzeit-EKG von mindestens 18 Stunden Dauer ;9,60
03242;Testverfahren bei Demenzverdacht ;1,98
03321;Belastungs-Elektrokardiographie (Belastungs-EKG) ;20,87
03322;Aufzeichnung eines Langzeit-EKG von mindestens 18 Stunden Dauer ;6,99
03324;Langzeit-Blutdruckmessung ;8,14
03330;Spirographische Untersuchung ;6,26
03331;Prokto-/Rektoskopischer Untersuchungskomplex ;8,87
03335;Orientierende audiometrische Untersuchung nach vorausgegangener, dokumentierter, auffälliger Hörprüfung ;9,18
03350;Orientierende entwicklungsneurologische Untersuchung eines Neugeborenen, Säuglings, Kleinkindes oder Kindes;9,91
03351;Orientierende Untersuchung der Sprachentwicklung eines Säuglings, Kleinkindes, Kindes oder Jugendlichen;17,32
03352;Zuschlag zu den Gebührenordnungspositionen 01712 bis 01720 und 01723 für die Erbringung des Inhalts der Gebührenordnungspositionen 03350 und/oder 03351 bei pathologischem Ergebnis einer Kinderfrüherkennungs- bzw. Jugendgesundheitsuntersuchung;7,51
03360;Hausärztlich-geriatrisches Basisassessment ;12,73
03362;Hausärztlich-geriatrischer Betreuungskomplex ;16,59
03370;Palliativmedizinische Ersterhebung des Patientenstatus inkl. Behandlungsplan;35,59
03371;Zuschlag zu der Versichertenpauschale 03000 für die palliativmedizinische Betreuung des Patienten in der Arztpraxis ;16,59
03372;Zuschlag zu den Gebührenordnungspositionen 01410 oder 01413 für die palliativmedizinische Betreuung in der Häuslichkeit ;12,94
03373;Zuschlag zu den Gebührenordnungspositionen 01411, 01412 oder 01415 für die palliativmedizinische Betreuung in der Häuslichkeit ;12,94
04000;Versichertenpauschale ;NA
04030;Versichertenpauschale bei unvorhergesehener Inanspruchnahme zwischen 19:00 und 7:00 Uhr, an Samstagen, Sonntagen, gesetzlichen Feiertagen, am 24.12. und 31.12. bei persönlichem Arzt-Patienten-Kontakt ;8,04
04040;Zusatzpauschale zu den Gebührenordnungspositionen 04000 und 04030 für die Wahrnehmung des hausärztlichen Versorgungsauftrags gemäß § 73 Abs. 1 SGB V ;15,03
04220;Zuschlag zu der Versichertenpauschale nach der Gebührenordnungsposition 04000 für die Behandlung und Betreuung eines Patienten mit mindestens einer lebensverändernden chronischen Erkrankung;13,57
04221;Zuschlag zu der Gebührenordnungsposition 04220 für die intensive Behandlung und Betreuung eines Patienten mit mindestens einer lebensverändernden chronischen Erkrankung ;4,17
04222;Zuschlag zu der Gebührenordnungsposition 04220,;1,04
04230;Problemorientiertes ärztliches Gespräch, das aufgrund von Art und Schwere der Erkrankung erforderlich ist ;9,39
04241;Computergestützte Auswertung eines kontinuierlich aufgezeichneten Langzeit-EKG von mindestens 18 Stunden Dauer;9,60
04242;Funktionelle Entwicklungstherapie bei Ausfallerscheinungen in bzw. im;9,08
04243;Funktionelle Entwicklungstherapie bei Ausfallerscheinungen in bzw. im;4,28
04321;Belastungs-Elektrokardiographie (Belastungs-EKG);20,87
04322;Aufzeichnung eines Langzeit-EKG von mindestens 18 Stunden Dauer;6,99
04324;Langzeit-Blutdruckmessung;8,14
04330;Spirographische Untersuchung;6,26
04331;Prokto-/Rektoskopischer Untersuchungskomplex ;8,87
04335;Orientierende audiometrische Untersuchung nach vorausgegangener, dokumentierter, auffälliger Hörprüfung;9,18
04350;Untersuchung und Beurteilung der funktionellen Entwicklung eines Säuglings, Kleinkindes oder Kindes bis zum vollendeten 6. Lebensjahr;17,74
04351;Orientierende entwicklungsneurologische Untersuchung eines Neugeborenen, Säuglings, Kleinkindes oder Kindes;9,91
04352;Erhebung des vollständigen Entwicklungsstatus eines Neugeborenen, Säuglings, Kleinkindes, Kindes oder Jugendlichen mit Störungen im Bereich der Koordination, Visuomotorik, der kognitiven Wahrnehmungsfähigkeit unter Berücksichtigung entwicklungsneurologischer, psychologischer und sozialer Aspekte;29,74
04353;Orientierende Untersuchung der Sprachentwicklung eines Säuglings, Kleinkindes, Kindes oder Jugendlichen;17,32
04354;Zuschlag zu den Gebührenordnungspositionen 01712 bis 01720 und 01723 für die Erbringung des Inhalts der Gebührenordnungspositionen 04351 und/oder 04353 bei pathologischem Ergebnis einer Kinderfrüherkennungs- bzw. Jugendgesundheitsuntersuchung;7,51
04355;Sozialpädiatrisch orientierte eingehende Beratung, Erörterung und/oder Abklärung ;15,13
04356;Zuschlag im Zusammenhang mit der Gebührenordnungsposition 04355 für die weiterführende sozialpädiatrisch orientierte Versorgung;20,35
04370;Palliativmedizinische Ersterhebung des Patientenstatus inkl. Behandlungsplan;35,59
04371;Zuschlag zu der Versichertenpauschale 04000 für die palliativmedizinische Betreuung des Patienten in der Arztpraxis ;16,59
04372;Zuschlag zu den Gebührenordnungspositionen 01410 oder 01413 für die palliativmedizinische Betreuung in der Häuslichkeit ;12,94
04373;Zuschlag zu den Gebührenordnungspositionen 01411, 01412 oder 01415 für die palliativmedizinische Betreuung in der Häuslichkeit ;12,94
04410;Zusatzpauschale Kinderkardiologie;70,86
04417;Telemedizinische Kontrolle eines implantierten Kardioverters bzw. Defibrillators und/oder eines implantierten Systems zur kardialen Resynchronisationstherapie (CRT-P, CRT-D);53,33
04418;Kontrolle eines Herzschrittmachers und/oder eines implantierten Kardioverters bzw. Defibrillators und/oder eines implantierten Systems zur kardialen Resynchronisationstherapie (CRT-P, CRT-D);53,33
04419;Ergospirometrische Untersuchung;42,47
04420;Behandlung eines Herz-Transplantatträgers;21,81
04430;Neuropädiatrisches Gespräch, Behandlung, Beratung, Erörterung und/oder Abklärung (Einzelbehandlung) ;9,39
04431;Ausführliche neurologisch-motoskopische Untersuchung bei einem Säugling, Kleinkind, Kind oder Jugendlichen;9,08
04433;Zusatzpauschale Koordination der neuropädiatrischen Betreuung bei der fortgesetzten Betreuung von Patienten bei mindestens einer der Diagnosen:;31,20
04434;Elektroenzephalographische Untersuchung bei einem Neugeborenen, Säugling, Kleinkind, Kind oder Jugendlichen ;26,19
04435;Pädiatrische Schlaf-EEG-Untersuchung bei einem Neugeborenen, Säugling, Kleinkind, Kind oder Jugendlichen ;57,19
04436;Neurophysiologische Untersuchung (SEP, VEP, AEP, MEP) ;27,45
04437;Zusatzpauschale Abklärung einer peripheren neuromuskulären Erkrankung bei einem Neugeborenen, Säugling, Kleinkind, Kind oder Jugendlichen ;19,20
04439;Elektronystagmo-/Okulographie, Blinkreflexprüfung ;13,15
04441;Zusatzpauschale Behandlung einer laboratoriumsmedizinisch oder histologisch/zytologisch gesicherten, primär hämatologischen und/oder onkologischen und/oder immunologischen Systemerkrankung;19,93
04442;Zusatzpauschale intensive, aplasieinduzierende und/oder toxizitätsadaptierte, antiproliferative Behandlung bei einem Säugling, Kleinkind, Kind oder Jugendlichen ;19,93
04443;Zusatzpauschale intensivierte Nachbetreuung nach Tumorbehandlung und/oder allogener(n) oder autologer(n) Transplantation(en) hämatopoetischer Stammzellen bei einem Säugling, Kleinkind, Kind oder Jugendlichen;19,93
04511;Zusatzpauschale Ösophago-Gastroduodenoskopie;87,14
04512;Langzeit-ph-Metrie des Ösophagus von mindestens 12 Stunden Dauer mit Sondeneinführung;53,54
04513;Perkutane Gastrostomie beim Säugling, Kleinkind, Kind oder Jugendlichen ;103,32
04514;Zusatzpauschale Koloskopie beim Säugling, Kleinkind, Kind oder Jugendlichen ;184,30
04515;Zuschlag zu den Gebührenordnungspositionen 04511, 04513 und 04514;61,78
04516;Zusatzpauschale Rektoskopie beim Säugling, Kleinkind, Kind oder Jugendlichen ;8,87
04517;Rektumsaugbiopsie bei einem Säugling oder Kleinkind ;19,41
04518;Zusatzpauschale (Teil-)Koloskopie und/oder Sigmoidoskopie beim Säugling, Kleinkind, Kind oder Jugendlichen;112,71
04520;Zusätzliche Leistung(en) im Zusammenhang mit den Gebührenordnungspositionen 04514 oder 04518;27,34
04521;Saugbiopsie des Dünndarms bei einem Säugling, Kleinkind, Kind oder Jugendlichen;18,68
04523;Zusatzpauschale Behandlung eines Lebertransplantatträgers;21,81
04525;Zusatzpauschale Behandlung eines Dünndarmtransplantatträgers;21,81
04527;Zusatzpauschale Behandlung eines Bauchspeicheldrüsen- oder Nieren-Bauchspeicheldrüsen-Transplantatträgers ;21,81
04528;"Zusatzpauschale Durchführung einer Kapselendoskopie bei Erkrankungen des Dünndarms entsprechend der Richtlinie des Gemeinsamen Bundesausschusses (Nr. 16 in der Anlage 1 ""Anerkannte Untersuchungs- und Behandlungsmethoden"" der Richtlinien Methoden der vertragsärztlichen Versorgung) und entsprechend der Qualitätssicherungsvereinbarung Kapselendoskopie gemäß § 135 Abs. 2 SGB V";118,87
04529;"Zusatzpauschale Auswertung einer Untersuchung mittels Kapselendoskopie bei Erkrankungen des Dünndarms entsprechend der Richtlinie des Gemeinsamen Bundesausschusses (Nr. 16 in der Anlage 1 ""Anerkannte Untersuchungs- und Behandlungsmethoden"" der Richtlinien Methoden der vertragsärztlichen Versorgung) und entsprechend der Qualitätssicherungsvereinbarung Kapselendoskopie gemäß § 135 Abs. 2 SGB V";254,12
04530;Zusatzpauschale pädiatrische Pneumologie;39,34
04532;Zuschlag zu der Gebührenordnungsposition 04530für die Durchführung eines unspezifischen bronchialen Provokationstests ;39,14
04534;Ergospirometrische Untersuchung;42,47
04535;Schweißtest Schweißtest zur Mukoviszidose-Diagnostik;8,14
04536;Bestimmung des Säurebasenhaushalts und Blutgasanalyse;13,67
04537;Zusatzpauschale Behandlung eines Lungen- oder Herz-Lungen-Transplantatträgers ;21,81
04550;Zusatzpauschale pädiatrische RheumatologieBehandlung und/oder Betreuung eines Kindes oder Jugendlichen mit mindestens einer der nachfolgend genannten Indikationen:;19,93
04551;Zusatzpauschale spezielle kinderrheumatologische Funktionsdiagnostik Pädiatrisch-Rheumatologische Funktionsdiagnostik bzw. rheumatologisches Assessment zur Verlaufskontrolle mindestens einer gesicherten rheumatologischen Erkrankung oder zur Abklärung bei Verdacht auf mindestens eine der nachfolgenden Erkrankungen:;16,80
04560;Zusatzpauschale kontinuierliche Betreuung eines chronisch niereninsuffizienten Patienten;21,81
04561;Zusatzpauschale kindernephrologische Behandlung eines Nierentransplantatträgers;21,81
04562;Zusatzpauschale kontinuierliche Betreuung eines dialysepflichtigen Patienten;31,52
04564;Zusatzpauschale kindernephrologische Betreuung eines Säuglings, Kleinkindes, Kindes oder Jugendlichen bei Hämodialyse als Zentrums- bzw. Praxishämodialyse, Heimdialyse oder zentralisierter Heimdialyse, oder bei intermittierender Peritonealdialyse (IPD), einschl. Sonderverfahren (z. B. Hämofiltration, Hämodiafiltration nach der Vereinbarung zu den Blutreinigungsverfahren gemäß § 135 Abs. 2 SGB V),;15,55
04565;Zusatzpauschale kindernephrologische Betreuung bei Durchführung einer Peritonealdialyse (CAPD oder CCPD) eines Säuglings, Kleinkindes, Kindes oder Jugendlichen ;7,72
04566;Zuschlag zu den Gebührenordnungspositionen 04564 und 04565 für die Durchführung einer Trainingsdialyse ;23,48
04572;"Zusatzpauschale kindernephrologische Betreuung bei einem Neugeborenen, Säugling, Kleinkind, Kind oder Jugendlichen bei LDL-Apherese gemäß Nr. 1 Anlage I ""Anerkannte Untersuchungs- und Behandlungsmethoden"" der Richtlinie Methoden vertragsärztlicher Versorgung des Gemeinsamen Bundesausschusses,";15,55
04573;"Zusatzpauschale kindernephrologische Betreuung bei einem Neugeborenen, Säugling, Kleinkind, Kind oder Jugendlichen bei einer Apherese bei rheumatoider Arthritis gemäß Nr. 1 Anlage I ""Anerkannte Untersuchungs- und Behandlungsmethoden"" der Richtlinie Methoden vertragsärztlicher Versorgung des Gemeinsamen Bundesausschusses,";15,55
04580;Zusatzpauschale Diagnostik und Behandlung eines Patienten mit morphologischen Veränderungen einer Hormondrüse und/oder mit einer laboratoriumsmedizinisch gesicherten Hormonüber- oder -unterfunktion ;17,32
05210;Grundpauschale;NA
05212;Grundpauschale;NA
05210;Grundpauschale;10,12
05211;Grundpauschale;9,91
